,Year,Sex,Party,Constituency_Name,Party_Type_TCPD,Turncoat,Incumbent,Result
1935,1984,1,27,32,0,1,1,0
1936,1984,1,27,32,0,1,1,0
1937,1984,1,27,32,0,1,1,0
1938,1984,1,27,32,0,1,1,0
1939,1984,1,40,19,4,1,1,1
1940,1984,1,16,19,3,1,2,0
1941,1984,1,27,19,0,1,1,0
1942,1984,1,27,19,0,1,1,0
1943,1984,1,27,19,0,1,1,0
1944,1984,1,27,19,0,1,1,0
1945,1984,1,27,19,0,1,1,0
1946,1984,1,24,8,3,1,1,1
1947,1984,1,20,8,3,1,1,0
1948,1984,1,7,8,3,1,1,0
1949,1984,1,27,8,0,1,1,0
1950,1984,1,27,8,0,1,1,0
1951,1984,1,27,8,0,1,1,0
1952,1984,1,27,8,0,1,1,0
1953,1984,1,27,8,0,1,1,0
1954,1984,1,27,8,0,1,1,0
1955,1984,1,27,8,0,1,1,0
1956,1984,0,27,8,0,1,1,0
1957,1984,1,27,8,0,1,1,0
1958,1984,1,27,8,0,1,1,0
1959,1984,1,27,8,0,1,1,0
1960,1984,1,40,20,4,1,2,1
1961,1984,1,16,20,3,1,1,0
1962,1984,1,27,20,0,1,1,0
1963,1984,1,27,20,0,1,1,0
1964,1984,1,27,20,0,1,1,0
1965,1984,1,27,20,0,1,1,0
1966,1984,1,16,13,3,1,1,1
1967,1984,1,39,13,4,1,2,0
1968,1984,1,27,13,0,1,1,0
1969,1984,1,27,13,0,1,1,0
1970,1984,1,27,13,0,1,1,0
1971,1984,1,27,13,0,1,1,0
1972,1984,1,27,13,0,1,1,0
1973,1984,1,24,9,3,2,2,1
1974,1984,1,12,9,4,1,1,0
1975,1984,1,27,9,0,1,1,0
1976,1984,1,27,9,0,1,1,0
1977,1984,1,27,9,0,1,1,0
1978,1984,1,27,9,0,1,1,0
1979,1984,1,27,9,0,1,1,0
1980,1984,1,27,9,0,1,1,0
1981,1984,1,24,3,3,1,1,1
1982,1984,0,16,3,3,1,2,0
1983,1984,0,27,3,0,1,1,0
1984,1984,1,27,3,0,1,1,0
1985,1984,1,27,3,0,1,1,0
1986,1984,1,27,3,0,1,1,0
1987,1984,1,34,18,3,1,1,1
1988,1984,1,27,18,0,1,1,0
1989,1984,1,7,18,3,1,1,0
1990,1984,1,27,18,0,1,1,0
1991,1984,1,27,18,0,1,1,0
1992,1984,1,27,18,0,1,1,0
1993,1984,1,24,0,3,2,2,1
1994,1984,1,12,0,4,1,1,0
1995,1984,1,27,0,0,1,1,0
1996,1984,1,27,0,0,1,1,0
1997,1984,1,24,27,3,1,1,1
1998,1984,1,27,27,0,1,1,0
1999,1984,1,27,27,0,1,1,0
2000,1984,1,27,27,0,1,1,0
2001,1984,1,27,27,0,1,1,0
2002,1984,1,27,27,0,1,1,0
2003,1984,1,27,27,0,1,1,0
2004,1984,1,27,27,0,1,1,0
2005,1984,1,24,7,3,1,1,1
2006,1984,1,16,7,3,1,1,0
2007,1984,1,27,7,0,1,1,0
2008,1984,1,27,7,0,1,1,0
2009,1984,1,27,7,0,1,1,0
2010,1984,1,27,7,0,1,1,0
2011,1984,1,27,7,0,1,1,0
2012,1984,1,27,7,0,1,1,0
2013,1984,1,27,7,0,1,1,0
2014,1984,1,24,30,3,1,1,1
2015,1984,1,43,30,3,2,2,0
2016,1984,1,27,30,0,1,1,0
2017,1984,1,27,30,0,1,1,0
2018,1984,1,27,30,0,1,1,0
2019,1984,1,27,30,0,1,1,0
2020,1984,1,27,30,0,1,1,0
2021,1984,0,27,30,0,1,1,0
2022,1984,1,27,30,0,1,1,0
2023,1984,1,27,30,0,1,1,0
2024,1984,1,27,30,0,1,1,0
2025,1984,1,27,30,0,1,1,0
2026,1984,1,27,30,0,1,1,0
2027,1984,1,27,30,0,1,1,0
2028,1980,1,16,11,3,1,1,1
2029,1980,1,34,11,3,1,1,0
2030,1980,1,27,11,0,1,1,0
2031,1980,1,27,11,0,1,1,0
2032,1980,1,27,11,0,1,1,0
2033,1980,1,26,10,3,2,2,1
2034,1980,1,25,10,3,1,1,0
2035,1980,1,27,10,0,1,1,0
2036,1980,1,26,33,3,2,2,1
2037,1980,1,25,33,3,1,1,0
2038,1980,1,16,14,3,2,1,1
2039,1980,1,34,14,3,2,1,0
2040,1980,1,27,14,0,1,1,0
2041,1980,1,27,14,0,1,1,0
2042,1980,1,47,17,4,1,2,1
2043,1980,1,23,17,4,1,1,0
2044,1980,1,27,17,0,1,1,0
2045,1980,1,47,26,4,1,2,1
2046,1980,1,26,26,3,1,1,0
2047,1980,1,27,26,0,1,1,0
2048,1980,1,25,23,3,1,1,1
2049,1980,1,16,23,3,1,1,0
2050,1980,1,27,23,0,1,1,0
2051,1980,1,27,23,0,1,1,0
2052,1980,1,27,23,0,1,1,0
2053,1980,1,16,21,3,1,1,1
2054,1980,1,25,21,3,1,1,0
2055,1980,1,27,21,0,1,1,0
2056,1980,1,16,32,3,2,2,1
2057,1980,1,25,32,3,1,1,0
2058,1980,1,34,32,3,2,1,0
2059,1980,1,27,32,0,1,1,0
2060,1980,1,27,32,0,1,1,0
2061,1980,1,27,32,0,1,1,0
2062,1980,1,27,32,0,1,1,0
2063,1980,1,27,32,0,1,1,0
2064,1980,1,27,32,0,1,1,0
2065,1980,1,16,19,3,1,1,1
2066,1980,1,27,19,0,1,1,0
2067,1980,1,27,19,0,1,1,0
2068,1980,1,27,19,0,1,1,0
2069,1980,0,27,19,0,1,1,0
2070,1980,1,25,8,3,1,1,1
2071,1980,1,26,8,3,2,2,0
2072,1980,1,27,8,0,1,1,0
2073,1980,1,27,8,0,1,1,0
2074,1980,1,27,8,0,1,1,0
2075,1980,1,27,8,0,1,1,0
2076,1980,1,27,20,0,1,1,1
2077,1980,1,39,20,4,1,2,0
2078,1980,1,27,20,0,1,1,0
2079,1980,1,27,20,0,1,1,0
2080,1980,1,27,20,0,1,1,0
2081,1980,1,27,20,0,1,1,0
2082,1980,1,39,13,4,1,2,1
2083,1980,1,25,13,3,1,1,0
2084,1980,1,27,13,0,1,1,0
2085,1980,1,27,13,0,1,1,0
2086,1980,1,27,13,0,1,1,0
2087,1980,1,16,9,3,1,1,1
2088,1980,1,27,9,0,1,1,0
2089,1980,1,27,9,0,1,1,0
2090,1980,1,27,9,0,1,1,0
2091,1980,1,27,9,0,1,1,0
2092,1980,1,27,9,0,1,1,0
2093,1980,0,16,3,3,1,1,1
2094,1980,1,34,3,3,1,1,0
2095,1980,1,27,3,0,1,1,0
2096,1980,1,27,3,0,1,1,0
2097,1980,1,26,18,3,1,1,1
2098,1980,1,27,18,0,1,1,0
2099,1980,1,27,18,0,1,1,0
2100,1980,1,27,18,0,1,1,0
2101,1980,1,12,0,4,1,2,1
2102,1980,1,25,0,3,1,1,0
2103,1980,1,27,0,0,1,1,0
2104,1980,1,27,0,0,1,1,0
2105,1980,1,25,27,3,1,2,1
2106,1980,1,61,27,4,1,2,0
2107,1980,1,73,27,5,1,1,0
2108,1980,1,25,7,3,1,1,1
2109,1980,1,26,7,3,2,2,0
2110,1980,1,27,7,0,1,1,0
2111,1980,1,27,7,0,1,1,0
2112,1980,1,27,7,0,1,1,0
2113,1980,1,25,30,3,1,1,1
2114,1980,1,12,30,4,1,2,0
2115,1980,1,27,30,0,1,1,0
2116,1980,1,27,30,0,1,1,0
2117,1980,1,27,30,0,1,1,0
2118,1980,1,27,30,0,1,1,0
2119,1980,1,27,30,0,1,1,0
2120,1980,1,27,30,0,1,1,0
2121,1977,1,24,11,3,1,2,1
2122,1977,1,16,11,3,1,1,0
2123,1977,1,12,10,4,1,2,1
2124,1977,1,16,10,3,1,1,0
2125,1977,1,27,10,0,1,1,0
2126,1977,1,24,33,3,1,2,1
2127,1977,1,9,33,3,2,1,0
2128,1977,1,24,14,3,1,1,1
2129,1977,0,9,14,3,1,1,0
2130,1977,1,47,17,4,1,2,1
2131,1977,1,46,17,1,1,1,0
2132,1977,1,47,26,4,1,1,1
2133,1977,1,46,26,1,1,1,0
2134,1977,1,24,23,3,1,1,1
2135,1977,1,16,23,3,1,1,0
2136,1977,1,27,23,0,1,1,0
2137,1977,1,24,21,3,1,1,1
2138,1977,1,16,21,3,1,1,0
2139,1977,1,12,32,4,1,1,1
2140,1977,1,16,32,3,1,1,0
2141,1977,1,27,32,0,1,1,0
2142,1977,1,27,32,0,1,1,0
2143,1977,1,27,32,0,1,1,0
2144,1977,1,24,19,3,1,2,1
2145,1977,1,27,19,0,1,1,0
2146,1977,1,27,19,0,1,1,0
2147,1977,1,27,19,0,1,1,0
2148,1977,1,27,19,0,1,1,0
2149,1977,1,24,8,3,1,2,1
2150,1977,1,16,8,3,1,1,0
2151,1977,1,27,8,0,1,1,0
2152,1977,1,27,8,0,1,1,0
2153,1977,1,39,20,4,1,1,1
2154,1977,1,38,20,1,1,1,0
2155,1977,1,39,13,4,1,1,1
2156,1977,1,38,13,1,2,2,0
2157,1977,1,27,13,0,1,1,0
2158,1977,1,27,13,0,1,1,0
2159,1977,1,24,9,3,1,2,1
2160,1977,1,38,9,1,2,2,0
2161,1977,1,27,9,0,1,1,0
2162,1977,1,27,9,0,1,1,0
2163,1977,1,27,9,0,1,1,0
2164,1977,1,27,9,0,1,1,0
2165,1977,1,27,9,0,1,1,0
2166,1977,1,24,3,3,1,1,1
2167,1977,1,16,3,3,1,1,0
2168,1977,1,24,18,3,1,1,1
2169,1977,1,27,18,0,1,1,0
2170,1977,1,27,18,0,1,1,0
2171,1977,1,12,0,4,1,1,1
2172,1977,1,16,0,3,1,1,0
2173,1977,1,27,0,0,1,1,0
2174,1977,1,61,27,4,1,2,1
2175,1977,1,27,27,0,1,1,0
2176,1977,1,73,27,5,1,1,0
2177,1977,0,27,27,0,1,1,0
2178,1977,1,27,27,0,1,1,0
2179,1977,1,24,7,3,1,2,1
2180,1977,1,16,7,3,1,1,0
2181,1977,1,12,30,4,1,1,1
2182,1977,1,9,30,3,2,1,0
2183,1977,0,27,30,0,1,1,0
2184,1971,1,24,11,3,1,1,1
2185,1971,1,16,11,3,1,2,0
2186,1971,1,8,11,3,1,1,0
2187,1971,1,27,11,0,1,1,0
2188,1971,1,12,28,4,1,1,1
2189,1971,1,16,28,3,1,2,0
2190,1971,1,50,28,3,1,1,0
2191,1971,1,27,28,0,1,1,0
2192,1971,1,24,33,3,1,1,1
2193,1971,1,27,33,0,1,1,0
2194,1971,1,29,33,1,2,2,0
2195,1971,0,27,33,0,1,1,0
2196,1971,1,47,14,4,1,2,1
2197,1971,1,27,14,0,1,1,0
2198,1971,1,72,14,3,1,1,0
2199,1971,1,47,17,4,1,2,1
2200,1971,1,27,17,0,1,1,0
2201,1971,1,8,17,3,1,1,0
2202,1971,1,16,26,3,1,1,1
2203,1971,1,24,26,3,1,1,0
2204,1971,1,8,26,3,1,1,0
2205,1971,1,16,23,3,1,2,1
2206,1971,1,27,23,0,1,1,0
2207,1971,1,27,23,0,1,1,0
2208,1971,1,12,32,4,1,2,1
2209,1971,1,16,32,3,1,1,0
2210,1971,1,50,32,3,1,1,0
2211,1971,1,27,32,0,1,1,0
2212,1971,1,27,32,0,1,1,0
2213,1971,1,24,19,3,2,2,1
2214,1971,1,16,19,3,1,1,0
2215,1971,1,72,19,3,1,1,0
2216,1971,1,24,8,3,1,1,1
2217,1971,1,16,8,3,1,2,0
2218,1971,1,50,8,3,1,1,0
2219,1971,1,24,20,3,1,1,1
2220,1971,1,27,20,0,1,1,0
2221,1971,1,39,25,4,1,1,1
2222,1971,1,27,25,0,1,1,0
2223,1971,1,76,25,3,1,1,0
2224,1971,1,27,25,0,1,1,0
2225,1971,1,27,25,0,1,1,0
2226,1971,1,39,13,4,1,1,1
2227,1971,1,27,13,0,1,1,0
2228,1971,1,50,13,3,2,1,0
2229,1971,1,61,4,4,1,1,1
2230,1971,0,16,4,3,1,2,0
2231,1971,1,27,4,0,1,1,0
2232,1971,1,39,18,4,1,1,1
2233,1971,1,16,18,3,1,1,0
2234,1971,1,27,18,0,1,1,0
2235,1971,0,12,0,4,1,1,1
2236,1971,1,16,0,3,1,1,0
2237,1971,1,27,0,0,1,1,0
2238,1971,1,27,0,0,1,1,0
2239,1971,1,27,0,0,1,1,0
2240,1971,1,61,27,4,1,2,1
2241,1971,1,27,27,0,1,1,0
2242,1971,1,27,27,0,1,1,0
2243,1971,1,24,7,3,1,1,1
2244,1971,1,16,7,3,1,1,0
2245,1971,1,27,7,0,1,1,0
2246,1971,1,27,30,0,1,2,1
2247,1971,1,56,30,3,1,1,0
2248,1971,1,27,30,0,1,1,0
2249,1971,1,27,30,0,1,1,0
2250,1971,1,27,30,0,1,1,0
2251,1967,1,16,11,3,2,2,1
2252,1967,1,24,11,3,1,1,0
2253,1967,1,8,11,3,1,1,0
2254,1967,1,16,28,3,1,1,1
2255,1967,1,24,28,3,1,1,0
2256,1967,1,72,33,3,1,1,1
2257,1967,1,24,33,3,1,1,0
2258,1967,1,47,14,4,1,1,1
2259,1967,1,24,14,3,1,1,0
2260,1967,1,8,14,3,1,1,0
2261,1967,1,47,17,4,1,2,1
2262,1967,0,24,17,3,1,1,0
2263,1967,1,16,26,3,1,1,1
2264,1967,1,24,26,3,1,1,0
2265,1967,1,8,26,3,1,1,0
2266,1967,1,16,23,3,1,1,1
2267,1967,1,24,23,3,1,1,0
2268,1967,1,27,23,0,1,1,0
2269,1967,1,12,32,4,1,1,1
2270,1967,1,24,32,3,1,1,0
2271,1967,1,27,32,0,1,1,0
2272,1967,1,76,32,3,1,1,0
2273,1967,1,24,19,3,1,2,1
2274,1967,1,27,19,0,1,1,0
2275,1967,1,27,19,0,1,1,0
2276,1967,1,16,8,3,1,1,1
2277,1967,1,24,8,3,1,2,0
2278,1967,1,27,8,0,1,1,0
2279,1967,1,8,8,3,1,1,0
2280,1967,1,27,8,0,1,1,0
2281,1967,1,16,20,3,1,1,1
2282,1967,1,24,20,3,1,1,0
2283,1967,0,39,20,4,1,1,0
2284,1967,1,27,20,0,1,1,0
2285,1967,1,12,25,4,1,2,1
2286,1967,1,76,25,3,1,1,0
2287,1967,1,24,25,3,1,1,0
2288,1967,1,16,13,3,1,1,1
2289,1967,1,24,13,3,1,2,0
2290,1967,1,39,13,4,1,1,0
2291,1967,1,27,13,0,1,1,0
2292,1967,0,16,4,3,1,1,1
2293,1967,1,24,4,3,1,1,0
2294,1967,1,76,4,3,1,1,0
2295,1967,1,27,4,0,1,1,0
2296,1967,1,72,18,3,1,1,1
2297,1967,1,24,18,3,1,1,0
2298,1967,1,39,18,4,1,1,0
2299,1967,1,12,0,4,1,1,1
2300,1967,1,24,0,3,1,2,0
2301,1967,1,39,0,4,1,1,0
2302,1967,1,27,27,0,1,2,1
2303,1967,1,24,27,3,1,1,0
2304,1967,1,39,27,4,1,1,0
2305,1967,1,16,7,3,1,1,1
2306,1967,1,24,7,3,1,1,0
2307,1967,1,56,7,3,1,1,0
2308,1967,1,72,30,3,1,1,1
2309,1967,1,24,30,3,1,1,0
2310,1967,1,27,30,0,1,1,0
2311,1967,1,27,30,0,1,1,0
2312,1970,1,49,19,1,1,1,1
2313,1970,2,27,19,0,1,1,0
2314,1970,2,27,19,0,1,1,0
2315,1970,2,27,19,0,1,1,0
2316,1962,1,12,11,4,1,1,1
2317,1962,1,56,11,3,1,1,0
2318,1962,1,37,11,3,1,1,0
2319,1962,1,27,11,0,1,1,0
2320,1962,1,27,28,0,1,1,1
2321,1962,1,24,28,3,1,1,0
2322,1962,1,27,33,0,1,1,1
2323,1962,1,56,33,3,1,1,0
2324,1962,1,45,14,1,1,1,1
2325,1962,1,12,14,4,1,1,0
2326,1962,1,24,14,3,1,1,0
2327,1962,1,37,14,3,1,1,0
2328,1962,1,45,17,1,1,1,1
2329,1962,1,12,17,4,1,1,0
2330,1962,1,24,17,3,1,1,0
2331,1962,1,12,23,4,1,1,1
2332,1962,1,24,23,3,1,1,0
2333,1962,1,37,23,3,1,1,0
2334,1962,1,12,26,4,1,1,1
2335,1962,1,24,26,3,1,1,0
2336,1962,1,45,26,1,1,1,0
2337,1962,1,37,26,3,1,1,0
2338,1962,1,12,32,4,1,1,1
2339,1962,1,24,32,3,1,1,0
2340,1962,1,24,19,3,1,1,1
2341,1962,1,12,19,4,1,1,0
2342,1962,1,27,19,0,1,1,0
2343,1962,1,24,8,3,1,1,1
2344,1962,1,12,8,4,1,1,0
2345,1962,1,27,8,0,1,1,0
2346,1962,1,24,20,3,1,1,1
2347,1962,1,12,20,4,1,1,0
2348,1962,1,24,13,3,1,1,1
2349,1962,1,12,13,4,1,1,0
2350,1962,1,12,4,4,1,1,1
2351,1962,1,56,4,3,1,1,0
2352,1962,1,24,29,3,1,1,1
2353,1962,1,12,29,4,1,1,0
2354,1962,1,27,29,0,1,1,0
2355,1962,1,27,29,0,1,1,0
2356,1962,1,24,18,3,1,1,1
2357,1962,1,12,18,4,1,1,0
2358,1962,1,27,18,0,1,1,0
2359,1962,1,61,27,4,1,1,1
2360,1962,0,24,27,3,1,1,0
2361,1962,1,12,7,4,1,1,1
2362,1962,1,24,7,3,1,1,0
2363,1962,1,27,30,0,1,1,1
2364,1962,1,56,30,3,1,1,0
2365,1962,1,76,30,3,1,1,0
